Market_and_Exchange_Names,Report_Date,NonComm_Long,NonComm_Short,Open_Interest,Net
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-05-15,111516,140188,922115,-28672
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-05-22,112509,131111,941869,-18602
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-05-29,120235,116154,973398,4081
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-06-05,119030,117921,970800,1109
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-06-12,123419,121824,820986,1595
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-06-19,118876,122937,838395,-4061
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-06-26,121088,111497,845656,9591
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-07-03,121382,123524,831077,-2142
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-07-10,125678,117498,841613,8180
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-07-17,131711,117739,849479,13972
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-07-24,133784,105894,914225,27890
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-07-31,131435,104654,913596,26781
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-08-07,111390,107166,881918,4224
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-08-14,94474,130491,866006,-36017
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-08-21,89194,148688,855873,-59494
SUGAR NO. 11 - NEW YORK BOARD OF TRADE,2007-08-28,93790,131017,856336,-37227
WHEAT - CHICAGO BOARD OF TRADE,2006-01-03,39257,71978,339284,-32721
WHEAT - CHICAGO BOARD OF TRADE,2006-01-10,39585,72119,344241,-32534
WHEAT - CHICAGO BOARD OF TRADE,2006-01-17,36655,72763,351436,-36108
WHEAT - CHICAGO BOARD OF TRADE,2006-01-24,36645,75994,356477,-39349
WHEAT - CHICAGO BOARD OF TRADE,2006-01-31,39829,68754,387030,-28925
WHEAT - CHICAGO BOARD OF TRADE,2006-02-07,48924,65702,416720,-16778
WHEAT - CHICAGO BOARD OF TRADE,2006-02-14,53453,67174,425376,-13721
WHEAT - CHICAGO BOARD OF TRADE,2006-02-21,54371,68554,449143,-14183
WHEAT - CHICAGO BOARD OF TRADE,2006-02-28,52520,60625,431557,-8105
WHEAT - CHICAGO BOARD OF TRADE,2006-03-07,53517,56118,438815,-2601
WHEAT - CHICAGO BOARD OF TRADE,2006-03-14,48677,58997,442208,-10320
WHEAT - CHICAGO BOARD OF TRADE,2006-03-21,37332,59143,435696,-21811
WHEAT - CHICAGO BOARD OF TRADE,2006-03-28,36264,60378,441469,-24114
WHEAT - CHICAGO BOARD OF TRADE,2006-04-04,35364,67067,444118,-31703
WHEAT - CHICAGO BOARD OF TRADE,2006-04-11,40044,60994,448619,-20950
WHEAT - CHICAGO BOARD OF TRADE,2006-04-18,41627,61692,444216,-20065
WHEAT - CHICAGO BOARD OF TRADE,2006-04-25,41781,65510,432784,-23729
WHEAT - CHICAGO BOARD OF TRADE,2006-05-02,45363,67588,435206,-22225
WHEAT - CHICAGO BOARD OF TRADE,2006-05-09,54910,66801,472357,-11891
WHEAT - CHICAGO BOARD OF TRADE,2006-05-16,73024,63969,543387,9055
WHEAT - CHICAGO BOARD OF TRADE,2006-05-23,90892,73675,609988,17217
WHEAT - CHICAGO BOARD OF TRADE,2006-05-30,97950,74817,624720,23133
WHEAT - CHICAGO BOARD OF TRADE,2006-06-06,85459,72380,619514,13079
WHEAT - CHICAGO BOARD OF TRADE,2006-06-13,66586,63656,574241,2930
WHEAT - CHICAGO BOARD OF TRADE,2006-06-20,50463,59357,555313,-8894
WHEAT - CHICAGO BOARD OF TRADE,2006-06-27,48822,61246,512823,-12424
WHEAT - CHICAGO BOARD OF TRADE,2006-07-03,49755,68083,512860,-18328
WHEAT - CHICAGO BOARD OF TRADE,2006-07-11,56366,64698,527642,-8332
WHEAT - CHICAGO BOARD OF TRADE,2006-07-18,59413,63299,530072,-3886
WHEAT - CHICAGO BOARD OF TRADE,2006-07-25,60469,59841,536928,628
WHEAT - CHICAGO BOARD OF TRADE,2006-08-01,55407,65112,540095,-9705
WHEAT - CHICAGO BOARD OF TRADE,2006-08-08,57651,66491,525146,-8840
WHEAT - CHICAGO BOARD OF TRADE,2006-08-15,50850,70779,514412,-19929
WHEAT - CHICAGO BOARD OF TRADE,2006-08-22,43047,82115,512816,-39068
WHEAT - CHICAGO BOARD OF TRADE,2006-08-29,42842,78529,495137,-35687
WHEAT - CHICAGO BOARD OF TRADE,2006-09-05,39683,61905,500500,-22222
WHEAT - CHICAGO BOARD OF TRADE,2006-09-12,44380,65041,500192,-20661
WHEAT - CHICAGO BOARD OF TRADE,2006-09-19,38922,67816,507320,-28894
WHEAT - CHICAGO BOARD OF TRADE,2006-09-26,42793,63570,524294,-20777
WHEAT - CHICAGO BOARD OF TRADE,2006-10-03,60729,57146,571645,3583
WHEAT - CHICAGO BOARD OF TRADE,2006-10-10,66263,50352,585610,15911
WHEAT - CHICAGO BOARD OF TRADE,2006-10-17,70077,47489,612748,22588
WHEAT - CHICAGO BOARD OF TRADE,2006-10-24,75677,45531,601882,30146
WHEAT - CHICAGO BOARD OF TRADE,2006-10-31,64731,45398,566127,19333
WHEAT - CHICAGO BOARD OF TRADE,2006-11-07,62358,44014,569489,18344
WHEAT - CHICAGO BOARD OF TRADE,2006-11-14,60722,43058,539737,17664
WHEAT - CHICAGO BOARD OF TRADE,2006-11-21,56897,46574,479959,10323
WHEAT - CHICAGO BOARD OF TRADE,2006-11-28,57275,47256,479316,10019
WHEAT - CHICAGO BOARD OF TRADE,2006-12-05,62105,45851,488917,16254
WHEAT - CHICAGO BOARD OF TRADE,2006-12-12,50709,47286,478840,3423
WHEAT - CHICAGO BOARD OF TRADE,2006-12-19,51085,50979,488929,106
WHEAT - CHICAGO BOARD OF TRADE,2006-12-26,55923,47297,509375,8626
WHEAT - CHICAGO BOARD OF TRADE,2007-01-03,53801,54895,513744,-1094
WHEAT - CHICAGO BOARD OF TRADE,2007-01-09,48300,58013,526032,-9713
WHEAT - CHICAGO BOARD OF TRADE,2007-01-16,44079,58063,527089,-13984
WHEAT - CHICAGO BOARD OF TRADE,2007-01-23,48138,56607,537962,-8469
WHEAT - CHICAGO BOARD OF TRADE,2007-01-30,46581,60832,526759,-14251
WHEAT - CHICAGO BOARD OF TRADE,2007-02-06,48250,64438,532827,-16188
WHEAT - CHICAGO BOARD OF TRADE,2007-02-13,51537,62308,524970,-10771
WHEAT - CHICAGO BOARD OF TRADE,2007-02-20,53214,63804,515071,-10590
WHEAT - CHICAGO BOARD OF TRADE,2007-02-27,63310,61963,492314,1347
WHEAT - CHICAGO BOARD OF TRADE,2007-03-06,50969,63486,474051,-12517
WHEAT - CHICAGO BOARD OF TRADE,2007-03-13,50909,64244,478199,-13335
WHEAT - CHICAGO BOARD OF TRADE,2007-03-20,49332,75405,484551,-26073
WHEAT - CHICAGO BOARD OF TRADE,2007-03-27,52682,78825,489379,-26143
WHEAT - CHICAGO BOARD OF TRADE,2007-04-03,44190,82563,495554,-38373
WHEAT - CHICAGO BOARD OF TRADE,2007-04-10,46029,76350,480306,-30321
WHEAT - CHICAGO BOARD OF TRADE,2007-04-17,48096,60801,469860,-12705
WHEAT - CHICAGO BOARD OF TRADE,2007-04-24,52172,58791,445887,-6619
WHEAT - CHICAGO BOARD OF TRADE,2007-05-01,57565,64266,452753,-6701
WHEAT - CHICAGO BOARD OF TRADE,2007-05-08,53438,61720,448225,-8282
WHEAT - CHICAGO BOARD OF TRADE,2007-05-15,53030,64017,461876,-10987
WHEAT - CHICAGO BOARD OF TRADE,2007-05-22,47013,68905,445752,-21892
WHEAT - CHICAGO BOARD OF TRADE,2007-05-29,49489,65277,451853,-15788
WHEAT - CHICAGO BOARD OF TRADE,2007-06-05,65209,62008,494312,3201
WHEAT - CHICAGO BOARD OF TRADE,2007-06-12,71104,57981,503339,13123
WHEAT - CHICAGO BOARD OF TRADE,2007-06-19,77316,57704,528433,19612
WHEAT - CHICAGO BOARD OF TRADE,2007-06-26,82494,58723,495176,23771
WHEAT - CHICAGO BOARD OF TRADE,2007-07-03,71428,66528,466463,4900
WHEAT - CHICAGO BOARD OF TRADE,2007-07-10,72783,66742,482873,6041
WHEAT - CHICAGO BOARD OF TRADE,2007-07-17,75084,73801,499203,1283
WHEAT - CHICAGO BOARD OF TRADE,2007-07-24,74946,73733,524336,1213
WHEAT - CHICAGO BOARD OF TRADE,2007-07-31,76961,75503,525529,1458
WHEAT - CHICAGO BOARD OF TRADE,2007-08-07,82258,75102,524539,7156
WHEAT - CHICAGO BOARD OF TRADE,2007-08-14,79817,67869,524094,11948
WHEAT - CHICAGO BOARD OF TRADE,2007-08-21,73314,71526,504474,1788
WHEAT - CHICAGO BOARD OF TRADE,2007-08-28,71462,63334,473334,8128
WHEAT - CHICAGO BOARD OF TRADE,2007-09-04,71375,61950,479068,9425
WHEAT - CHICAGO BOARD OF TRADE,2007-09-11,66611,68824,500032,-2213
WHEAT - CHICAGO BOARD OF TRADE,2007-09-18,66833,70192,508987,-3359
WHEAT - CHICAGO BOARD OF TRADE,2007-09-25,68448,67754,514428,694
WHEAT - CHICAGO BOARD OF TRADE,2007-10-02,65776,70174,533578,-4398
WHEAT - CHICAGO BOARD OF TRADE,2007-10-09,61978,70838,536739,-8860
WHEAT - CHICAGO BOARD OF TRADE,2007-10-16,59073,68366,538132,-9293
WHEAT - CHICAGO BOARD OF TRADE,2007-10-23,62560,70878,551037,-8318
WHEAT - CHICAGO BOARD OF TRADE,2007-10-30,59112,70746,558330,-11634
WHEAT - CHICAGO BOARD OF TRADE,2007-11-06,58083,73930,562246,-15847
WHEAT - CHICAGO BOARD OF TRADE,2007-11-13,57744,76311,565082,-18567
WHEAT - CHICAGO BOARD OF TRADE,2007-11-20,55994,75944,474922,-19950
WHEAT - CHICAGO BOARD OF TRADE,2007-11-27,59921,72657,485252,-12736
WHEAT - CHICAGO BOARD OF TRADE,2007-12-04,64464,77405,503958,-12941
WHEAT - CHICAGO BOARD OF TRADE,2007-12-11,69267,84528,529374,-15261
WHEAT - CHICAGO BOARD OF TRADE,2007-12-18,63830,78815,543158,-14985
WHEAT - CHICAGO BOARD OF TRADE,2007-12-24,64968,78614,540934,-13646
WHEAT - CHICAGO BOARD OF TRADE,2007-12-31,64026,75431,540679,-11405
WHEAT - CHICAGO BOARD OF TRADE,2008-01-08,67421,76152,564118,-8731
WHEAT - CHICAGO BOARD OF TRADE,2008-01-15,79538,77021,578008,2517
WHEAT - CHICAGO BOARD OF TRADE,2008-01-22,70831,73453,586730,-2622
WHEAT - CHICAGO BOARD OF TRADE,2008-01-29,64105,69529,591931,-5424
WHEAT - CHICAGO BOARD OF TRADE,2008-02-05,69763,67801,610288,1962
WHEAT - CHICAGO BOARD OF TRADE,2008-02-12,73412,75200,607963,-1788
WHEAT - CHICAGO BOARD OF TRADE,2008-02-19,72652,72944,606226,-292
WHEAT - CHICAGO BOARD OF TRADE,2008-02-26,71707,67719,563215,3988
WHEAT - CHICAGO BOARD OF TRADE,2008-03-04,63086,64953,532905,-1867
WHEAT - CHICAGO BOARD OF TRADE,2008-03-11,62342,61066,558425,1276
WHEAT - CHICAGO BOARD OF TRADE,2008-03-18,59569,59191,563305,378
WHEAT - CHICAGO BOARD OF TRADE,2008-03-25,58459,55039,543520,3420
WHEAT - CHICAGO BOARD OF TRADE,2008-04-01,57574,53741,534649,3833
WHEAT - CHICAGO BOARD OF TRADE,2008-04-08,56123,55646,534053,477
WHEAT - CHICAGO BOARD OF TRADE,2008-04-15,56438,59168,535557,-2730
WHEAT - CHICAGO BOARD OF TRADE,2008-04-22,56739,56982,531768,-243
WHEAT - CHICAGO BOARD OF TRADE,2008-04-29,56594,61560,497690,-4966
WHEAT - CHICAGO BOARD OF TRADE,2008-05-06,58237,70706,499507,-12469
WHEAT - CHICAGO BOARD OF TRADE,2008-05-13,55192,75674,501180,-20482
WHEAT - CHICAGO BOARD OF TRADE,2008-05-20,58877,80490,509629,-21613
WHEAT - CHICAGO BOARD OF TRADE,2008-05-27,49720,80312,500407,-30592
WHEAT - CHICAGO BOARD OF TRADE,2008-06-03,50101,78214,508301,-28113
WHEAT - CHICAGO BOARD OF TRADE,2008-06-10,53376,83661,503348,-30285
WHEAT - CHICAGO BOARD OF TRADE,2008-06-17,51381,77475,506539,-26094
WHEAT - CHICAGO BOARD OF TRADE,2008-06-24,48345,71649,440593,-23304
WHEAT - CHICAGO BOARD OF TRADE,2008-07-01,46709,66499,444081,-19790
WHEAT - CHICAGO BOARD OF TRADE,2008-07-08,40835,74814,433127,-33979
WHEAT - CHICAGO BOARD OF TRADE,2008-07-15,41913,77631,437914,-35718
WHEAT - CHICAGO BOARD OF TRADE,2008-07-22,43249,72076,438234,-28827
WHEAT - CHICAGO BOARD OF TRADE,2008-07-29,41956,70762,436309,-28806
WHEAT - CHICAGO BOARD OF TRADE,2008-08-05,42643,67702,449902,-25059
WHEAT - CHICAGO BOARD OF TRADE,2008-08-12,42166,64996,442906,-22830
WHEAT - CHICAGO BOARD OF TRADE,2008-08-19,40844,57541,437858,-16697
WHEAT - CHICAGO BOARD OF TRADE,2008-08-26,41497,55649,418187,-14152
WHEAT - CHICAGO BOARD OF TRADE,2008-09-02,38736,64291,403994,-25555
WHEAT - CHICAGO BOARD OF TRADE,2008-09-09,34280,66278,402033,-31998
WHEAT - CHICAGO BOARD OF TRADE,2008-09-16,34197,73957,419486,-39760
WHEAT - CHICAGO BOARD OF TRADE,2008-09-23,30375,66116,404906,-35741
WHEAT - CHICAGO BOARD OF TRADE,2008-09-30,28452,66054,402722,-37602
WHEAT - CHICAGO BOARD OF TRADE,2008-10-07,27628,68208,415737,-40580
WHEAT - CHICAGO BOARD OF TRADE,2008-10-14,25928,65617,423223,-39689
WHEAT - CHICAGO BOARD OF TRADE,2008-10-21,24733,65432,431474,-40699
WHEAT - CHICAGO BOARD OF TRADE,2008-10-28,23153,62047,430190,-38894
WHEAT - CHICAGO BOARD OF TRADE,2008-11-04,27898,56877,434511,-28979
WHEAT - CHICAGO BOARD OF TRADE,2008-11-11,21790,58731,440958,-36941
WHEAT - CHICAGO BOARD OF TRADE,2008-11-18,25753,55728,447612,-29975
WHEAT - CHICAGO BOARD OF TRADE,2008-11-25,24832,51016,323676,-26184
WHEAT - CHICAGO BOARD OF TRADE,2008-12-02,24789,59472,313429,-34683
WHEAT - CHICAGO BOARD OF TRADE,2008-12-09,26935,64064,319843,-37129
WHEAT - CHICAGO BOARD OF TRADE,2008-12-16,30685,54335,326010,-23650
WHEAT - CHICAGO BOARD OF TRADE,2008-12-22,31006,54450,321218,-23444
WHEAT - CHICAGO BOARD OF TRADE,2008-12-30,29935,49771,321795,-19836
WHEAT - CHICAGO BOARD OF TRADE,2009-01-06,33248,49139,345164,-15891
WHEAT - CHICAGO BOARD OF TRADE,2009-01-13,32449,53219,352949,-20770
WHEAT - CHICAGO BOARD OF TRADE,2009-01-20,29808,59782,358382,-29974
WHEAT - CHICAGO BOARD OF TRADE,2009-01-27,30854,55506,366634,-24652
WHEAT - CHICAGO BOARD OF TRADE,2009-02-03,29287,54245,370711,-24958
WHEAT - CHICAGO BOARD OF TRADE,2009-02-10,31222,61472,394648,-30250
WHEAT - CHICAGO BOARD OF TRADE,2009-02-17,30714,65053,407203,-34339
WHEAT - CHICAGO BOARD OF TRADE,2009-02-24,30675,67915,360625,-37240
WHEAT - CHICAGO BOARD OF TRADE,2009-03-03,29966,74304,357899,-44338
WHEAT - CHICAGO BOARD OF TRADE,2009-03-10,31692,74635,370160,-42943
WHEAT - CHICAGO BOARD OF TRADE,2009-03-17,34907,69393,390190,-34486
WHEAT - CHICAGO BOARD OF TRADE,2009-03-24,33332,65147,397450,-31815
WHEAT - CHICAGO BOARD OF TRADE,2009-03-31,32519,73217,412485,-40698
WHEAT - CHICAGO BOARD OF TRADE,2009-04-07,34735,66995,417105,-32260
WHEAT - CHICAGO BOARD OF TRADE,2009-04-14,32036,66646,409932,-34610
WHEAT - CHICAGO BOARD OF TRADE,2009-04-21,32259,77121,409641,-44862
WHEAT - CHICAGO BOARD OF TRADE,2009-04-28,33914,77265,384367,-43351
WHEAT - CHICAGO BOARD OF TRADE,2009-05-05,43673,73199,375260,-29526
WHEAT - CHICAGO BOARD OF TRADE,2009-05-12,50433,70345,393948,-19912
WHEAT - CHICAGO BOARD OF TRADE,2009-05-19,49775,68248,393363,-18473
WHEAT - CHICAGO BOARD OF TRADE,2009-05-26,53078,67778,405023,-14700
WHEAT - CHICAGO BOARD OF TRADE,2009-06-02,64924,71717,460079,-6793
WHEAT - CHICAGO BOARD OF TRADE,2009-06-09,52855,67587,450856,-14732
WHEAT - CHICAGO BOARD OF TRADE,2009-06-16,48604,70543,451713,-21939
WHEAT - CHICAGO BOARD OF TRADE,2009-06-23,42653,70220,446062,-27567
WHEAT - CHICAGO BOARD OF TRADE,2009-06-30,43416,80043,383387,-36627
WHEAT - CHICAGO BOARD OF TRADE,2009-07-07,37280,87643,393654,-50363
WHEAT - CHICAGO BOARD OF TRADE,2009-07-14,34129,87482,392282,-53353
WHEAT - CHICAGO BOARD OF TRADE,2009-07-21,38444,89089,402826,-50645
WHEAT - CHICAGO BOARD OF TRADE,2009-07-28,39925,89763,407456,-49838
WHEAT - CHICAGO BOARD OF TRADE,2009-08-04,38804,89182,403715,-50378
WHEAT - CHICAGO BOARD OF TRADE,2009-08-11,41503,95699,415470,-54196
WHEAT - CHICAGO BOARD OF TRADE,2009-08-18,39098,96734,427163,-57636
WHEAT - CHICAGO BOARD OF TRADE,2009-08-25,34846,94028,407871,-59182
WHEAT - CHICAGO BOARD OF TRADE,2009-09-01,36035,104962,390847,-68927
WHEAT - CHICAGO BOARD OF TRADE,2009-09-08,34601,103723,398401,-69122
WHEAT - CHICAGO BOARD OF TRADE,2009-09-15,37077,102016,409544,-64939
WHEAT - CHICAGO BOARD OF TRADE,2009-09-22,38606,102067,422340,-63461
WHEAT - CHICAGO BOARD OF TRADE,2009-09-29,39562,98838,430896,-59276
WHEAT - CHICAGO BOARD OF TRADE,2009-10-06,42676,102867,430167,-60191
WHEAT - CHICAGO BOARD OF TRADE,2009-10-13,41646,89249,437564,-47603
WHEAT - CHICAGO BOARD OF TRADE,2009-10-20,43302,80894,440028,-37592
WHEAT - CHICAGO BOARD OF TRADE,2009-10-27,44041,77050,442320,-33009
WHEAT - CHICAGO BOARD OF TRADE,2009-11-03,41806,75283,446949,-33477
WHEAT - CHICAGO BOARD OF TRADE,2009-11-09,40082,75226,460257,-35144
WHEAT - CHICAGO BOARD OF TRADE,2009-11-17,44544,69416,495040,-24872
WHEAT - CHICAGO BOARD OF TRADE,2009-11-24,46131,66046,418881,-19915
WHEAT - CHICAGO BOARD OF TRADE,2009-12-01,50265,65432,421702,-15167
WHEAT - CHICAGO BOARD OF TRADE,2009-12-08,50387,63657,421790,-13270
WHEAT - CHICAGO BOARD OF TRADE,2009-12-15,50348,69878,435402,-19530
WHEAT - CHICAGO BOARD OF TRADE,2009-12-22,46644,83902,440022,-37258
WHEAT - CHICAGO BOARD OF TRADE,2009-12-29,47532,86284,437771,-38752
WHEAT - CHICAGO BOARD OF TRADE,2010-01-05,49471,83656,436329,-34185
WHEAT - CHICAGO BOARD OF TRADE,2010-01-12,52018,89876,459440,-37858
WHEAT - CHICAGO BOARD OF TRADE,2010-01-19,49745,96675,482540,-46930
WHEAT - CHICAGO BOARD OF TRADE,2010-01-26,49063,109946,492798,-60883
WHEAT - CHICAGO BOARD OF TRADE,2010-02-02,47546,113901,522399,-66355
WHEAT - CHICAGO BOARD OF TRADE,2010-02-09,47902,122669,532716,-74767
WHEAT - CHICAGO BOARD OF TRADE,2010-02-16,51342,116645,546969,-65303
WHEAT - CHICAGO BOARD OF TRADE,2010-02-23,48836,112004,492782,-63168
WHEAT - CHICAGO BOARD OF TRADE,2010-03-02,50518,110219,492740,-59701
WHEAT - CHICAGO BOARD OF TRADE,2010-03-09,49612,108411,499684,-58799
WHEAT - CHICAGO BOARD OF TRADE,2010-03-16,47397,113320,511010,-65923
WHEAT - CHICAGO BOARD OF TRADE,2010-03-23,47757,114942,520609,-67185
WHEAT - CHICAGO BOARD OF TRADE,2010-03-30,49335,124014,532156,-74679
WHEAT - CHICAGO BOARD OF TRADE,2010-04-06,49413,123699,552871,-74286
WHEAT - CHICAGO BOARD OF TRADE,2010-04-13,48178,118024,556555,-69846
WHEAT - CHICAGO BOARD OF TRADE,2010-04-20,50195,111712,544611,-61517
WHEAT - CHICAGO BOARD OF TRADE,2010-04-27,49198,104533,528700,-55335
WHEAT - CHICAGO BOARD OF TRADE,2010-05-04,53128,103434,533185,-50306
WHEAT - CHICAGO BOARD OF TRADE,2010-05-11,51800,100078,539719,-48278
WHEAT - CHICAGO BOARD OF TRADE,2010-05-18,53881,110531,554463,-56650
WHEAT - CHICAGO BOARD OF TRADE,2010-05-25,55180,118391,575689,-63211
WHEAT - CHICAGO BOARD OF TRADE,2010-06-01,53212,121077,590807,-67865
WHEAT - CHICAGO BOARD OF TRADE,2010-06-08,60084,125534,605582,-65450
WHEAT - CHICAGO BOARD OF TRADE,2010-06-15,56563,134009,611821,-77446
WHEAT - CHICAGO BOARD OF TRADE,2010-06-22,56828,123726,577675,-66898
WHEAT - CHICAGO BOARD OF TRADE,2010-06-29,58478,121018,518643,-62540
WHEAT - CHICAGO BOARD OF TRADE,2010-07-06,53212,106928,526936,-53716
WHEAT - CHICAGO BOARD OF TRADE,2010-07-13,55980,92572,555231,-36592
WHEAT - CHICAGO BOARD OF TRADE,2010-07-20,60300,82491,583891,-22191
WHEAT - CHICAGO BOARD OF TRADE,2010-07-27,63731,79163,596686,-15432
WHEAT - CHICAGO BOARD OF TRADE,2010-08-03,65134,73923,639659,-8789
WHEAT - CHICAGO BOARD OF TRADE,2010-08-10,65828,70773,666521,-4945
WHEAT - CHICAGO BOARD OF TRADE,2010-08-17,73282,73899,656550,-617
WHEAT - CHICAGO BOARD OF TRADE,2010-08-24,76758,75292,666905,1466
WHEAT - CHICAGO BOARD OF TRADE,2010-08-31,74573,78029,578381,-3456
WHEAT - CHICAGO BOARD OF TRADE,2010-09-07,80632,80127,602120,505
WHEAT - CHICAGO BOARD OF TRADE,2010-09-14,81746,81018,619175,728
WHEAT - CHICAGO BOARD OF TRADE,2010-09-21,74650,84992,620197,-10342
WHEAT - CHICAGO BOARD OF TRADE,2010-09-28,68037,90998,616141,-22961
WHEAT - CHICAGO BOARD OF TRADE,2010-10-05,62790,94494,624832,-31704
WHEAT - CHICAGO BOARD OF TRADE,2010-10-12,64050,102288,649033,-38238
WHEAT - CHICAGO BOARD OF TRADE,2010-10-19,61522,99979,652769,-38457
WHEAT - CHICAGO BOARD OF TRADE,2010-10-26,66596,99191,660009,-32595
WHEAT - CHICAGO BOARD OF TRADE,2010-11-02,75022,99933,662361,-24911
WHEAT - CHICAGO BOARD OF TRADE,2010-11-09,76384,99811,672609,-23427
WHEAT - CHICAGO BOARD OF TRADE,2010-11-16,59154,105731,634365,-46577
WHEAT - CHICAGO BOARD OF TRADE,2010-11-23,55465,100868,626413,-45403
WHEAT - CHICAGO BOARD OF TRADE,2010-11-30,51240,97286,525597,-46046
WHEAT - CHICAGO BOARD OF TRADE,2010-12-07,71104,86811,582777,-15707
WHEAT - CHICAGO BOARD OF TRADE,2010-12-14,74649,82201,583067,-7552
WHEAT - CHICAGO BOARD OF TRADE,2010-12-21,73251,78064,591973,-4813
WHEAT - CHICAGO BOARD OF TRADE,2010-12-28,80784,78920,596899,1864
WHEAT - CHICAGO BOARD OF TRADE,2011-01-04,78247,76488,609012,1759
WHEAT - CHICAGO BOARD OF TRADE,2011-01-11,76604,75421,616244,1183
WHEAT - CHICAGO BOARD OF TRADE,2011-01-18,78492,78854,633208,-362
WHEAT - CHICAGO BOARD OF TRADE,2011-01-25,90865,82029,669836,8836
WHEAT - CHICAGO BOARD OF TRADE,2011-02-01,92200,82025,684217,10175
WHEAT - CHICAGO BOARD OF TRADE,2011-02-08,99345,83169,722923,16176
WHEAT - CHICAGO BOARD OF TRADE,2011-02-15,89487,84653,698258,4834
WHEAT - CHICAGO BOARD OF TRADE,2011-02-22,79234,87501,626895,-8267
WHEAT - CHICAGO BOARD OF TRADE,2011-03-01,66242,76421,609322,-10179
WHEAT - CHICAGO BOARD OF TRADE,2011-03-08,62683,72798,614599,-10115
WHEAT - CHICAGO BOARD OF TRADE,2011-03-15,67220,71996,636214,-4776
WHEAT - CHICAGO BOARD OF TRADE,2011-03-22,61596,78001,625992,-16405
WHEAT - CHICAGO BOARD OF TRADE,2011-03-29,62370,77404,625863,-15034
WHEAT - CHICAGO BOARD OF TRADE,2011-04-05,63204,72728,642134,-9524
WHEAT - CHICAGO BOARD OF TRADE,2011-04-12,62714,68520,633461,-5806
WHEAT - CHICAGO BOARD OF TRADE,2011-04-19,66549,72700,628819,-6151
WHEAT - CHICAGO BOARD OF TRADE,2011-04-26,69338,72744,592679,-3406
WHEAT - CHICAGO BOARD OF TRADE,2011-05-03,71281,79641,578531,-8360
WHEAT - CHICAGO BOARD OF TRADE,2011-05-10,69426,80529,580373,-11103
WHEAT - CHICAGO BOARD OF TRADE,2011-05-17,60786,84869,579090,-24083
WHEAT - CHICAGO BOARD OF TRADE,2011-05-24,65129,72973,581523,-7844
WHEAT - CHICAGO BOARD OF TRADE,2011-05-31,66271,69862,582926,-3591
WHEAT - CHICAGO BOARD OF TRADE,2011-06-07,60321,74814,584243,-14493
WHEAT - CHICAGO BOARD OF TRADE,2011-06-14,60826,84876,577958,-24050
WHEAT - CHICAGO BOARD OF TRADE,2011-06-21,57864,97971,602487,-40107
WHEAT - CHICAGO BOARD OF TRADE,2011-06-28,55536,98682,522822,-43146
WHEAT - CHICAGO BOARD OF TRADE,2011-07-05,54418,105673,536561,-51255
WHEAT - CHICAGO BOARD OF TRADE,2011-07-12,52786,101267,541783,-48481
WHEAT - CHICAGO BOARD OF TRADE,2011-07-19,51221,91772,535772,-40551
WHEAT - CHICAGO BOARD OF TRADE,2011-07-26,47662,96487,526288,-48825
WHEAT - CHICAGO BOARD OF TRADE,2011-08-02,47878,101082,538933,-53204
WHEAT - CHICAGO BOARD OF TRADE,2011-08-09,48531,100720,534448,-52189
WHEAT - CHICAGO BOARD OF TRADE,2011-08-16,52018,97839,547399,-45821
WHEAT - CHICAGO BOARD OF TRADE,2011-08-23,55051,95564,550790,-40513
WHEAT - CHICAGO BOARD OF TRADE,2011-08-30,52960,82694,491397,-29734
WHEAT - CHICAGO BOARD OF TRADE,2011-09-06,50797,79246,482921,-28449
WHEAT - CHICAGO BOARD OF TRADE,2011-09-13,45259,95908,490790,-50649
WHEAT - CHICAGO BOARD OF TRADE,2011-09-20,44780,108190,508587,-63410
WHEAT - CHICAGO BOARD OF TRADE,2011-09-27,43042,117681,513744,-74639
WHEAT - CHICAGO BOARD OF TRADE,2011-10-04,42640,110649,526548,-68009
WHEAT - CHICAGO BOARD OF TRADE,2011-10-11,40483,111132,524518,-70649
WHEAT - CHICAGO BOARD OF TRADE,2011-10-18,43577,119062,541878,-75485
WHEAT - CHICAGO BOARD OF TRADE,2011-10-25,46617,115072,537170,-68455
WHEAT - CHICAGO BOARD OF TRADE,2011-11-01,45864,120229,543834,-74365
WHEAT - CHICAGO BOARD OF TRADE,2011-11-08,44947,110342,535772,-65395
WHEAT - CHICAGO BOARD OF TRADE,2011-11-15,43043,117798,522496,-74755
WHEAT - CHICAGO BOARD OF TRADE,2011-11-22,40598,127218,514755,-86620
